trial_id,participant_id,age,gender,height_cm,weight_kg,surface,shoes,false_start,total_time_sec,performance_band,timestamp_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,split_1_sec,split_2_sec,split_3_sec,split_4_sec,max_velocity_ms,avg_velocity_ms,stride_length_cm,stride_frequency_hz,avg_turn_time_ms,change_of_direction_deficit,acceleration_time_sec,deceleration_time_sec,reaction_time_ms,fatigue_index,coordination_score,balance_score,agility_rating,knee_lift_angle_deg,arm_swing_amplitude_deg,body_lean_angle_deg,foot_strike_pattern,balance_recovery_time_ms,hr_baseline_bpm,hr_peak_bpm,hr_recovery_30s_bpm
SH0077,P077,21,F,163.2,60.4,grass,basketball_shoes,0,15.24,Below Average,1704082080000,-0.51,-0.59,8.63,-0.435,-0.253,-0.038,4.07,4.11,3.84,3.22,2.88,2.62,178.0,3.1,604.0,0.28,1.38,0.92,237.0,0.1,6.6,8.5,9.1,88.0,118.0,15.0,midfoot,178.0,67.0,144.0,123.0
SH0078,P078,23,F,172.4,67.9,rubberized_floor,turf_shoes,0,12.41,Good,1704082110000,1.04,-1.31,8.79,-0.787,0.131,-0.126,3.24,2.89,2.99,3.29,2.75,3.22,169.0,3.7,579.0,0.37,1.55,0.83,157.0,0.35,6.7,7.8,6.8,94.0,128.0,23.0,forefoot,388.0,64.0,142.0,107.0
SH0079,P079,32,F,150.8,62.6,synthetic_track,running_shoes,0,15.78,Below Average,1704082140000,-2.13,0.37,10.46,-0.496,0.293,0.979,3.62,3.93,4.08,4.14,2.98,2.53,139.0,4.0,702.0,0.43,1.33,1.14,151.0,0.17,9.1,8.0,6.0,92.0,94.0,19.0,forefoot,197.0,77.0,146.0,129.0
SH0080,P080,23,M,164.1,64.8,rubberized_floor,basketball_shoes,0,11.99,Good,1704082170000,-0.1,0.49,8.74,-0.338,-0.102,1.007,3.18,3.2,3.21,2.4,4.0,3.34,175.0,3.5,496.0,0.49,1.4,1.14,179.0,0.37,7.4,8.6,7.0,64.0,110.0,12.0,forefoot,111.0,64.0,138.0,118.0
SH0081,P081,34,F,162.7,63.8,grass,basketball_shoes,0,16.0,Below Average,1704082200000,0.08,0.78,9.06,-0.235,0.394,1.071,3.72,4.06,3.8,4.43,2.89,2.5,143.0,4.3,572.0,0.2,1.26,0.84,272.0,0.34,9.8,8.0,7.6,72.0,122.0,21.0,midfoot,145.0,78.0,139.0,118.0
SH0082,P082,31,M,162.5,63.9,concrete,spikes,0,12.0,Good,1704082230000,-1.86,0.8,8.5,-0.133,0.023,-1.069,2.64,3.11,3.22,3.03,3.96,3.33,153.0,4.0,433.0,0.47,1.88,1.05,273.0,0.11,7.2,7.3,8.9,73.0,134.0,22.0,heel,326.0,68.0,131.0,103.0
SH0083,P083,16,F,162.6,49.9,synthetic_track,spikes,0,12.08,Good,1704082260000,1.4,0.25,10.4,-0.732,-0.235,0.244,3.03,2.96,3.23,2.87,3.04,3.31,171.0,4.0,561.0,0.46,1.57,1.35,191.0,0.33,8.8,8.9,9.4,67.0,101.0,14.0,heel,357.0,74.0,143.0,117.0
SH0084,P084,32,M,179.2,69.9,grass,turf_shoes,0,13.18,Average,1704082290000,-0.6,-1.01,10.07,0.375,-0.116,-1.14,3.09,3.4,3.46,3.23,3.45,3.04,173.0,4.5,565.0,0.13,1.6,1.23,233.0,0.19,9.5,6.7,9.2,65.0,132.0,11.0,forefoot,187.0,77.0,144.0,113.0
SH0085,P085,25,F,166.8,45.0,synthetic_track,basketball_shoes,0,13.71,Below Average,1704082320000,2.03,-1.46,9.85,-0.717,0.049,-0.51,3.35,3.19,3.58,3.59,2.69,2.92,141.0,3.6,555.0,0.44,1.47,0.83,251.0,0.27,7.5,9.8,8.6,67.0,105.0,21.0,forefoot,183.0,66.0,123.0,88.0
SH0086,P086,28,F,163.8,58.3,concrete,basketball_shoes,0,14.11,Below Average,1704082350000,-1.6,1.41,8.73,-0.154,0.238,0.491,3.51,3.4,3.41,3.79,2.75,2.83,161.0,4.5,452.0,0.4,1.26,0.85,240.0,0.27,9.8,7.2,6.4,83.0,96.0,8.0,heel,175.0,74.0,142.0,115.0
SH0087,P087,21,F,154.1,48.8,concrete,cross_trainers,0,13.43,Average,1704082380000,2.23,-1.18,8.81,0.712,0.237,0.919,2.97,3.4,3.22,3.84,2.62,2.98,150.0,4.4,597.0,0.3,1.87,0.91,151.0,0.2,8.7,9.9,6.4,63.0,125.0,24.0,forefoot,178.0,69.0,138.0,122.0
SH0088,P088,24,F,163.9,75.5,rubberized_floor,running_shoes,0,14.98,Below Average,1704082410000,0.69,-0.77,9.93,-0.654,-0.301,0.906,3.52,3.48,3.72,4.26,2.93,2.67,165.0,3.9,393.0,0.44,1.26,1.37,290.0,0.24,9.4,9.2,9.3,67.0,117.0,21.0,midfoot,256.0,61.0,116.0,83.0
SH0089,P089,21,F,169.5,81.6,rubberized_floor,spikes,0,13.28,Average,1704082440000,1.98,0.5,10.07,-0.073,0.13,-0.604,2.97,3.49,3.21,3.6,3.26,3.01,149.0,3.0,607.0,0.25,1.6,0.83,265.0,0.19,8.0,9.7,6.4,83.0,96.0,11.0,forefoot,121.0,64.0,130.0,98.0
SH0090,P090,29,F,152.3,63.7,concrete,cross_trainers,0,15.54,Below Average,1704082470000,-1.95,-0.63,9.12,-0.4,0.015,0.085,4.27,4.17,3.78,3.32,2.43,2.57,144.0,3.8,585.0,0.57,1.9,0.86,179.0,0.35,7.6,8.2,8.0,84.0,130.0,23.0,midfoot,232.0,72.0,119.0,90.0
SH0091,P091,20,M,179.4,59.0,grass,spikes,0,11.83,Good,1704082500000,-1.67,-1.49,9.94,0.372,0.015,-0.813,2.85,2.77,2.83,3.38,2.82,3.38,171.0,3.9,465.0,0.22,1.25,1.03,242.0,0.24,6.9,6.9,9.8,75.0,106.0,17.0,midfoot,311.0,63.0,123.0,100.0
SH0092,P092,34,F,159.9,61.3,synthetic_track,cross_trainers,0,14.4,Below Average,1704082530000,0.16,-1.15,9.71,-0.612,-0.163,-0.857,3.61,3.55,3.32,3.92,2.99,2.78,169.0,3.1,512.0,0.34,1.65,1.18,259.0,0.24,8.8,7.0,6.0,89.0,129.0,22.0,forefoot,200.0,76.0,134.0,115.0
SH0093,P093,22,M,168.6,69.2,gym_floor,running_shoes,0,12.12,Good,1704082560000,2.01,-0.89,8.63,0.604,-0.111,0.1,3.25,3.0,3.27,2.6,3.92,3.3,174.0,3.5,446.0,0.21,1.48,1.02,258.0,0.28,6.3,7.5,7.9,85.0,81.0,12.0,midfoot,245.0,60.0,132.0,102.0
SH0094,P094,30,M,171.3,61.2,concrete,turf_shoes,0,11.7,Good,1704082590000,1.33,0.25,10.06,0.403,0.303,0.043,2.71,3.11,3.04,2.84,2.93,3.42,194.0,4.1,575.0,0.4,1.72,1.33,221.0,0.3,8.3,8.5,6.6,69.0,92.0,13.0,forefoot,164.0,68.0,145.0,120.0
SH0095,P095,33,M,167.7,88.2,concrete,turf_shoes,0,14.33,Below Average,1704082620000,1.48,-0.68,9.88,-0.378,0.439,0.327,3.66,3.45,3.67,3.54,2.6,2.79,189.0,4.2,472.0,0.48,1.35,0.85,155.0,0.14,8.8,7.5,7.7,61.0,133.0,12.0,forefoot,112.0,73.0,126.0,93.0
SH0096,P096,19,M,183.2,66.0,synthetic_track,turf_shoes,0,10.92,Very Good,1704082650000,2.0,1.49,10.15,0.552,-0.251,0.184,2.93,2.89,2.95,2.16,3.03,3.66,154.0,3.1,571.0,0.31,1.3,0.81,197.0,0.28,7.4,9.1,8.3,68.0,81.0,21.0,midfoot,329.0,61.0,134.0,107.0
SH0097,P097,31,F,176.1,68.2,synthetic_track,spikes,0,12.69,Average,1704082680000,0.4,1.47,10.01,-0.092,0.207,-0.266,3.19,3.03,3.42,3.05,2.81,3.15,179.0,4.0,650.0,0.5,1.77,1.16,252.0,0.18,6.2,7.8,8.7,93.0,90.0,17.0,midfoot,309.0,73.0,124.0,106.0
SH0098,P098,18,F,169.3,70.3,gym_floor,turf_shoes,0,13.79,Below Average,1704082710000,-1.6,0.62,9.41,0.268,0.337,-0.793,3.7,3.7,3.47,2.92,2.34,2.9,152.0,3.6,666.0,0.18,1.66,0.97,203.0,0.07,9.7,8.3,8.4,61.0,105.0,9.0,midfoot,364.0,78.0,144.0,125.0
SH0099,P099,32,F,166.4,50.0,concrete,spikes,0,13.61,Below Average,1704082740000,2.49,-1.41,10.29,0.196,0.473,-0.084,3.66,3.59,3.64,2.71,3.35,2.94,130.0,3.6,480.0,0.14,1.37,0.94,175.0,0.1,7.9,7.1,6.4,94.0,126.0,24.0,forefoot,184.0,76.0,129.0,108.0
SH0100,P100,31,F,157.6,53.1,rubberized_floor,turf_shoes,0,12.91,Average,1704082770000,-1.22,-0.43,9.85,-0.7,-0.289,0.742,3.21,3.12,3.26,3.31,2.66,3.1,169.0,3.2,481.0,0.39,1.6,0.89,162.0,0.21,8.5,7.1,8.0,71.0,129.0,9.0,forefoot,238.0,75.0,137.0,109.0
SH0101,P101,30,F,165.4,61.7,grass,cross_trainers,0,15.46,Below Average,1704082800000,1.7,1.47,10.28,-0.206,-0.305,-0.025,4.2,3.81,3.76,3.69,2.84,2.59,150.0,4.1,572.0,0.16,1.36,1.37,223.0,0.28,6.7,8.3,8.3,68.0,113.0,14.0,midfoot,142.0,71.0,119.0,98.0
SH0102,P102,23,F,150.0,51.9,gym_floor,basketball_shoes,0,13.52,Below Average,1704082830000,1.63,-0.64,10.35,0.752,0.071,-0.857,3.66,3.54,3.21,3.12,2.81,2.96,162.0,3.3,526.0,0.21,1.9,0.95,269.0,0.27,7.1,6.0,9.5,86.0,89.0,16.0,forefoot,128.0,70.0,147.0,131.0
SH0103,P103,24,M,167.5,62.0,grass,basketball_shoes,0,13.35,Average,1704082860000,-0.16,-0.1,10.02,-0.553,-0.013,-0.168,3.07,3.09,3.18,4.01,3.11,3.0,160.0,3.8,674.0,0.41,1.93,1.11,233.0,0.2,8.0,6.2,6.1,89.0,90.0,8.0,forefoot,171.0,61.0,130.0,113.0
SH0104,P104,32,M,173.5,51.8,gym_floor,cross_trainers,0,12.1,Good,1704082890000,-1.63,-0.36,10.1,-0.173,0.251,-0.899,2.94,2.82,2.79,3.55,3.67,3.31,190.0,3.8,601.0,0.49,1.39,1.01,290.0,0.14,6.1,9.8,8.7,81.0,121.0,13.0,midfoot,384.0,78.0,147.0,127.0
SH0105,P105,19,M,182.0,87.7,synthetic_track,turf_shoes,0,11.48,Very Good,1704082920000,-0.29,-0.72,9.19,0.535,0.435,-0.754,2.93,2.71,3.08,2.75,3.31,3.49,167.0,3.8,456.0,0.22,1.58,1.2,286.0,0.34,9.0,9.0,8.3,86.0,83.0,8.0,forefoot,299.0,68.0,124.0,92.0
SH0106,P106,32,F,160.4,69.4,concrete,running_shoes,0,15.44,Below Average,1704082950000,-1.14,-0.93,8.87,-0.253,-0.07,0.794,3.67,3.92,3.82,4.03,2.2,2.59,134.0,3.2,556.0,0.37,1.92,1.01,273.0,0.25,8.9,8.6,9.7,83.0,134.0,15.0,forefoot,103.0,77.0,149.0,131.0
SH0107,P107,28,F,154.1,82.1,rubberized_floor,running_shoes,0,16.0,Below Average,1704082980000,-2.34,0.48,9.56,-0.635,-0.327,0.163,4.45,3.96,3.9,3.69,2.3,2.5,128.0,3.1,675.0,0.45,1.57,0.94,204.0,0.34,8.5,7.0,8.3,89.0,109.0,14.0,forefoot,342.0,67.0,115.0,98.0
SH0108,P108,33,F,166.2,45.0,concrete,running_shoes,0,13.6,Below Average,1704083010000,1.7,-0.84,9.26,0.493,0.324,-0.277,3.55,3.42,3.15,3.49,2.89,2.94,151.0,3.6,586.0,0.18,1.73,1.38,213.0,0.09,8.2,8.9,6.3,81.0,136.0,19.0,forefoot,206.0,71.0,127.0,95.0
SH0109,P109,24,F,165.0,70.0,concrete,spikes,0,13.07,Average,1704083040000,-1.97,-0.44,9.33,0.281,0.158,-1.032,3.2,3.09,3.47,3.31,2.93,3.06,156.0,3.3,451.0,0.35,1.79,1.37,287.0,0.27,6.9,9.5,9.7,82.0,104.0,21.0,forefoot,303.0,69.0,138.0,106.0
SH0110,P110,32,M,169.3,72.8,concrete,cross_trainers,0,12.98,Average,1704083070000,0.2,1.03,9.36,-0.194,0.415,-0.597,3.11,3.01,3.13,3.74,3.51,3.08,140.0,4.5,535.0,0.58,1.52,1.24,292.0,0.19,7.4,8.7,9.2,87.0,96.0,25.0,forefoot,281.0,73.0,141.0,123.0
SH0111,P111,30,M,164.7,76.9,concrete,basketball_shoes,0,14.4,Below Average,1704083100000,-0.41,-1.02,8.84,-0.131,0.257,0.955,3.69,3.41,3.45,3.86,2.32,2.78,141.0,4.3,446.0,0.59,1.31,0.94,158.0,0.06,9.5,9.7,7.7,80.0,104.0,8.0,forefoot,103.0,76.0,128.0,112.0
SH0112,P112,27,M,160.0,49.2,concrete,cross_trainers,0,12.22,Good,1704083130000,2.37,0.13,9.05,0.335,-0.229,0.97,3.28,2.92,2.92,3.1,3.11,3.27,189.0,4.4,532.0,0.15,1.56,1.0,263.0,0.07,9.5,6.3,6.8,77.0,107.0,14.0,forefoot,259.0,63.0,126.0,95.0
SH0113,P113,32,M,170.1,75.5,concrete,spikes,0,12.41,Good,1704083160000,-0.69,-0.27,9.86,-0.709,-0.465,-0.259,3.4,3.0,2.97,3.04,3.48,3.22,165.0,3.4,548.0,0.44,1.86,1.2,261.0,0.18,9.3,7.6,6.6,83.0,96.0,9.0,heel,147.0,80.0,159.0,128.0
SH0114,P114,15,M,169.4,80.7,concrete,cross_trainers,0,13.96,Below Average,1704083190000,1.83,-0.63,9.44,0.191,-0.089,-0.174,3.65,3.67,3.52,3.12,2.67,2.86,187.0,3.0,619.0,0.51,1.23,1.33,265.0,0.14,10.0,7.2,6.8,90.0,86.0,10.0,heel,302.0,77.0,130.0,101.0
SH0115,P115,20,M,188.3,88.3,grass,turf_shoes,0,13.14,Average,1704083220000,-0.35,-0.67,10.04,-0.438,0.192,-0.64,3.37,3.47,3.04,3.26,3.2,3.05,184.0,3.5,445.0,0.34,1.94,1.0,189.0,0.06,7.9,6.1,6.3,82.0,106.0,17.0,forefoot,189.0,73.0,152.0,136.0
SH0116,P116,29,F,174.5,59.8,grass,turf_shoes,0,14.88,Below Average,1704083250000,0.32,0.0,8.64,-0.656,0.101,-0.382,3.74,3.84,3.96,3.34,3.14,2.69,169.0,4.0,495.0,0.44,1.96,0.98,249.0,0.27,6.0,7.1,6.9,81.0,81.0,20.0,forefoot,300.0,71.0,125.0,107.0
SH0117,P117,28,F,163.6,64.5,synthetic_track,turf_shoes,1,13.47,Average,1704083280000,1.4,-1.15,8.5,0.339,-0.143,-0.589,3.38,3.14,3.39,3.55,2.39,2.97,146.0,3.9,664.0,0.29,1.39,0.86,298.0,0.21,7.3,6.4,6.7,79.0,132.0,25.0,forefoot,344.0,67.0,119.0,96.0
SH0118,P118,32,M,168.0,84.5,grass,cross_trainers,0,15.85,Below Average,1704083310000,-0.92,-1.1,9.76,-0.595,0.078,0.464,4.08,3.76,3.66,4.35,2.73,2.52,157.0,3.7,657.0,0.41,1.88,0.92,222.0,0.25,6.5,9.9,6.4,79.0,85.0,9.0,forefoot,276.0,71.0,120.0,92.0
SH0119,P119,16,M,190.8,69.8,gym_floor,cross_trainers,0,11.27,Very Good,1704083340000,0.57,1.19,10.12,0.133,0.23,-0.324,2.72,3.0,2.6,2.94,3.75,3.55,159.0,3.1,539.0,0.48,1.76,1.0,218.0,0.19,8.7,7.6,9.0,93.0,95.0,10.0,forefoot,391.0,68.0,110.0,88.0
SH0120,P120,34,M,166.4,55.0,gym_floor,cross_trainers,0,12.06,Good,1704083370000,0.79,1.49,9.4,-0.232,-0.099,-0.924,3.12,2.8,3.17,2.97,3.83,3.32,196.0,4.0,538.0,0.58,1.32,1.09,201.0,0.09,8.4,8.3,7.6,74.0,90.0,20.0,forefoot,118.0,71.0,135.0,102.0
SH0121,P121,18,M,160.2,81.0,concrete,basketball_shoes,0,14.68,Below Average,1704083400000,-2.1,0.2,10.32,-0.166,-0.204,-0.856,3.89,3.72,3.86,3.2,2.34,2.72,145.0,3.7,556.0,0.42,1.86,1.27,281.0,0.39,7.1,9.8,6.5,66.0,123.0,9.0,forefoot,255.0,72.0,149.0,121.0
SH0122,P122,20,M,186.1,86.5,gym_floor,basketball_shoes,0,12.42,Good,1704083430000,2.25,-1.43,10.47,-0.662,0.314,-0.527,3.18,3.3,3.05,2.89,2.75,3.22,153.0,3.7,490.0,0.12,1.86,1.3,233.0,0.34,8.4,7.4,9.2,82.0,127.0,18.0,forefoot,387.0,71.0,135.0,116.0
SH0123,P123,15,F,169.7,77.4,rubberized_floor,turf_shoes,0,14.48,Below Average,1704083460000,0.12,-0.82,9.83,-0.672,-0.058,-0.808,3.63,3.61,3.55,3.69,2.41,2.76,171.0,3.2,430.0,0.35,1.25,0.84,234.0,0.39,8.3,8.3,9.5,62.0,86.0,9.0,forefoot,262.0,73.0,115.0,81.0
SH0124,P124,21,M,179.4,64.1,rubberized_floor,cross_trainers,0,11.22,Very Good,1704083490000,-2.11,-0.99,8.75,-0.603,0.019,-0.61,2.73,2.83,2.62,3.05,3.36,3.56,140.0,4.0,646.0,0.42,1.53,1.09,177.0,0.08,7.7,6.1,7.3,93.0,116.0,20.0,forefoot,218.0,65.0,109.0,90.0
SH0125,P125,24,M,180.0,82.5,rubberized_floor,running_shoes,0,11.65,Good,1704083520000,2.11,-1.28,9.06,-0.24,0.282,1.182,2.85,3.14,2.76,2.9,3.08,3.43,188.0,3.5,591.0,0.47,1.54,1.15,159.0,0.29,9.3,9.2,9.5,65.0,105.0,17.0,forefoot,256.0,80.0,125.0,97.0
SH0126,P126,28,F,180.5,48.0,synthetic_track,spikes,0,12.24,Good,1704083550000,-1.71,1.35,10.26,0.651,0.492,-0.7,3.13,3.1,2.9,3.12,3.08,3.27,151.0,3.8,541.0,0.39,1.37,1.25,235.0,0.14,6.1,7.4,9.1,84.0,114.0,22.0,midfoot,283.0,70.0,115.0,95.0
SH0127,P127,15,F,174.7,45.0,concrete,running_shoes,0,13.47,Average,1704083580000,-2.47,-0.01,9.07,0.375,-0.476,0.204,3.41,3.32,3.38,3.37,3.49,2.97,174.0,3.3,470.0,0.11,1.89,1.15,214.0,0.31,9.6,8.4,9.2,92.0,114.0,11.0,forefoot,160.0,65.0,117.0,91.0
SH0128,P128,26,F,162.8,45.0,gym_floor,turf_shoes,0,13.21,Average,1704083610000,0.58,-1.26,8.68,-0.525,0.018,-0.686,3.44,3.46,3.53,2.78,2.77,3.03,126.0,3.2,534.0,0.54,1.57,1.14,300.0,0.3,8.7,8.7,9.7,70.0,133.0,9.0,forefoot,369.0,65.0,114.0,96.0
SH0129,P129,31,F,162.0,69.5,rubberized_floor,spikes,0,13.54,Below Average,1704083640000,1.29,0.78,9.13,-0.143,-0.29,1.144,3.54,3.64,3.33,3.03,3.13,2.95,132.0,4.0,648.0,0.46,1.66,0.92,247.0,0.31,8.0,7.2,7.7,68.0,104.0,13.0,forefoot,335.0,78.0,133.0,103.0
SH0130,P130,29,F,167.3,45.0,rubberized_floor,basketball_shoes,0,13.55,Below Average,1704083670000,-2.19,-0.04,8.72,-0.402,-0.183,0.741,3.1,3.49,3.63,3.33,3.4,2.95,163.0,3.5,648.0,0.35,1.72,1.11,279.0,0.1,6.5,7.2,9.2,93.0,100.0,19.0,midfoot,344.0,79.0,131.0,99.0
SH0131,P131,22,M,178.2,61.3,grass,turf_shoes,0,12.27,Good,1704083700000,-1.24,1.12,8.84,-0.714,0.217,-0.059,2.84,3.18,3.07,3.18,3.71,3.26,176.0,3.7,542.0,0.51,1.86,1.23,255.0,0.18,6.4,9.4,8.7,91.0,124.0,10.0,forefoot,366.0,61.0,139.0,111.0
SH0132,P132,29,F,170.1,45.0,grass,running_shoes,0,15.6,Below Average,1704083730000,-1.26,1.33,9.1,0.441,-0.107,-0.866,3.75,3.91,3.86,4.07,2.06,2.56,173.0,3.8,581.0,0.35,1.31,1.39,239.0,0.2,7.0,6.3,8.7,75.0,127.0,11.0,midfoot,295.0,68.0,127.0,107.0
SH0133,P133,25,M,175.7,89.8,concrete,cross_trainers,0,13.51,Below Average,1704083760000,2.48,-0.19,10.34,-0.248,-0.445,-0.71,3.57,3.2,3.17,3.56,2.87,2.96,144.0,4.1,547.0,0.56,1.54,0.87,243.0,0.3,8.0,7.4,7.5,64.0,82.0,25.0,forefoot,116.0,64.0,105.0,83.0
SH0134,P134,23,F,150.3,52.3,grass,spikes,0,14.28,Below Average,1704083790000,-0.28,0.53,9.52,0.578,0.366,-1.176,3.79,3.43,3.59,3.47,3.11,2.8,180.0,4.3,665.0,0.15,1.77,1.01,273.0,0.17,6.0,7.6,6.9,89.0,80.0,13.0,forefoot,170.0,61.0,109.0,83.0
SH0135,P135,23,M,169.7,50.0,rubberized_floor,cross_trainers,0,11.25,Very Good,1704083820000,2.03,-0.02,9.16,-0.629,0.453,-1.055,2.56,2.87,2.64,3.18,3.27,3.56,144.0,4.4,496.0,0.2,1.86,1.13,279.0,0.11,6.3,9.8,7.0,90.0,81.0,17.0,midfoot,380.0,78.0,151.0,118.0
SH0136,P136,28,F,159.9,51.6,rubberized_floor,cross_trainers,0,12.85,Average,1704083850000,-1.06,-0.37,9.29,0.071,-0.34,0.459,3.33,3.04,3.24,3.25,2.7,3.11,130.0,3.6,594.0,0.31,1.23,0.96,156.0,0.11,9.8,9.8,7.4,74.0,137.0,10.0,midfoot,133.0,80.0,135.0,104.0
SH0137,P137,30,F,170.4,45.0,synthetic_track,running_shoes,0,13.35,Average,1704083880000,2.19,1.25,10.27,0.201,0.308,-1.034,3.41,3.5,3.27,3.15,2.8,3.0,132.0,3.3,482.0,0.22,1.44,1.19,274.0,0.12,8.4,8.8,7.5,76.0,128.0,11.0,forefoot,365.0,67.0,134.0,119.0
SH0138,P138,27,M,172.4,56.7,grass,spikes,0,12.58,Average,1704083910000,-2.22,0.33,8.98,-0.181,-0.419,-0.847,2.86,3.05,3.36,3.31,2.92,3.18,150.0,4.4,486.0,0.2,1.79,1.13,179.0,0.11,9.5,8.2,8.1,92.0,100.0,14.0,midfoot,202.0,79.0,149.0,122.0
SH0139,P139,32,F,160.3,45.0,concrete,spikes,0,13.56,Below Average,1704083940000,2.1,-0.23,9.18,0.738,-0.055,-0.026,3.26,3.36,3.58,3.37,2.77,2.95,145.0,4.2,682.0,0.57,1.7,1.24,158.0,0.19,9.2,9.4,7.6,84.0,107.0,21.0,forefoot,290.0,64.0,134.0,108.0
SH0140,P140,29,F,156.2,51.5,grass,basketball_shoes,0,15.54,Below Average,1704083970000,1.24,-0.05,8.93,0.748,0.215,1.097,3.65,3.85,3.65,4.38,2.5,2.57,136.0,3.0,626.0,0.12,1.98,0.95,173.0,0.3,8.7,9.4,8.2,81.0,124.0,21.0,heel,272.0,67.0,133.0,116.0
SH0141,P141,21,F,169.1,52.5,synthetic_track,spikes,0,11.36,Very Good,1704084000000,-0.13,1.06,9.18,0.591,-0.412,0.664,2.87,2.9,2.7,2.89,4.01,3.52,137.0,3.1,486.0,0.26,1.65,1.31,258.0,0.38,8.7,7.7,9.8,78.0,96.0,9.0,midfoot,136.0,66.0,127.0,101.0
SH0142,P142,20,M,187.0,56.2,gym_floor,turf_shoes,0,10.93,Very Good,1704084030000,-0.6,0.35,10.44,0.364,0.423,0.629,2.73,2.75,2.66,2.8,3.79,3.66,171.0,3.3,561.0,0.5,1.35,0.85,192.0,0.25,7.7,8.6,7.8,72.0,136.0,24.0,forefoot,198.0,75.0,116.0,92.0
SH0143,P143,33,F,166.2,55.7,synthetic_track,cross_trainers,0,13.5,Average,1704084060000,1.2,-0.04,8.67,0.756,0.018,0.274,3.65,3.23,3.21,3.41,2.65,2.96,153.0,4.2,437.0,0.13,1.66,0.87,168.0,0.07,6.1,6.2,9.3,75.0,131.0,12.0,forefoot,112.0,69.0,132.0,106.0
SH0144,P144,26,M,172.8,55.2,grass,running_shoes,0,12.72,Average,1704084090000,-1.97,-0.4,8.7,0.427,0.466,1.128,3.15,3.17,3.31,3.09,3.6,3.15,157.0,3.5,577.0,0.56,1.24,1.09,187.0,0.17,9.7,8.4,8.2,90.0,114.0,17.0,forefoot,105.0,79.0,134.0,107.0
SH0145,P145,19,F,163.6,52.6,synthetic_track,running_shoes,0,12.99,Average,1704084120000,-1.87,0.25,10.03,-0.15,0.38,0.357,3.57,3.38,3.34,2.7,3.57,3.08,142.0,3.3,458.0,0.48,1.58,0.94,220.0,0.1,8.5,6.2,7.3,94.0,93.0,10.0,forefoot,331.0,69.0,131.0,116.0
SH0146,P146,19,F,167.0,57.4,synthetic_track,running_shoes,0,12.8,Average,1704084150000,1.58,1.16,8.67,0.061,0.413,-0.269,3.34,3.13,3.42,2.91,3.54,3.12,140.0,3.5,645.0,0.45,1.81,1.36,160.0,0.19,6.8,9.2,9.0,70.0,98.0,25.0,midfoot,315.0,80.0,135.0,104.0
SH0147,P147,30,F,169.4,56.1,concrete,basketball_shoes,0,14.35,Below Average,1704084180000,1.28,-0.32,9.72,-0.089,0.242,-0.652,3.5,3.33,3.64,3.88,2.29,2.79,174.0,3.2,462.0,0.4,1.73,1.05,151.0,0.29,8.8,7.6,8.0,83.0,82.0,14.0,heel,226.0,70.0,146.0,117.0
SH0148,P148,16,F,154.3,71.4,concrete,running_shoes,0,16.0,Below Average,1704084210000,1.82,-0.13,9.45,-0.182,0.467,0.473,3.92,4.24,3.81,4.03,2.08,2.5,170.0,3.8,545.0,0.13,1.98,1.11,196.0,0.12,7.2,7.9,9.4,65.0,98.0,21.0,forefoot,168.0,63.0,117.0,83.0
SH0149,P149,27,F,152.7,57.4,synthetic_track,spikes,0,12.84,Average,1704084240000,1.05,1.45,8.6,-0.645,0.22,-0.524,3.19,3.27,3.17,3.22,2.72,3.11,126.0,4.2,421.0,0.11,1.81,1.34,208.0,0.36,7.7,8.1,7.9,91.0,100.0,18.0,heel,389.0,70.0,128.0,108.0
SH0150,P150,16,M,182.8,50.2,gym_floor,spikes,0,11.12,Very Good,1704084270000,-1.1,-0.29,10.5,-0.712,0.079,-1.002,2.5,2.69,2.99,2.93,3.1,3.6,197.0,3.5,491.0,0.39,1.93,0.8,174.0,0.39,9.2,9.8,6.4,79.0,81.0,12.0,forefoot,308.0,75.0,154.0,134.0
SH0151,P151,17,M,190.9,97.4,synthetic_track,spikes,0,11.29,Very Good,1704084300000,2.39,1.06,9.5,0.165,-0.273,0.105,3.01,2.67,2.77,2.84,3.82,3.54,161.0,3.6,611.0,0.49,1.59,1.28,186.0,0.13,8.3,7.4,9.2,78.0,96.0,8.0,midfoot,253.0,69.0,148.0,121.0
SH0152,P152,34,M,172.3,82.7,rubberized_floor,turf_shoes,0,12.98,Average,1704084330000,0.42,0.65,9.24,-0.652,-0.042,-0.253,3.13,3.45,3.49,2.92,3.53,3.08,167.0,3.5,602.0,0.36,1.75,0.96,208.0,0.17,8.9,6.2,6.2,71.0,109.0,13.0,forefoot,193.0,79.0,136.0,112.0
SH0153,P153,29,F,164.0,58.5,rubberized_floor,turf_shoes,0,13.05,Average,1704084360000,1.08,0.32,8.68,0.283,-0.436,0.231,3.23,3.12,3.07,3.63,3.36,3.06,177.0,3.1,541.0,0.2,1.48,1.17,186.0,0.12,8.2,6.5,7.2,74.0,122.0,12.0,forefoot,217.0,80.0,158.0,127.0
SH0154,P154,34,M,166.1,56.4,rubberized_floor,running_shoes,0,11.91,Good,1704084390000,0.03,0.83,10.22,0.552,-0.14,0.449,2.86,3.07,3.1,2.88,3.11,3.36,158.0,4.2,448.0,0.25,1.56,1.24,249.0,0.26,8.8,9.9,6.9,92.0,89.0,21.0,forefoot,182.0,69.0,123.0,96.0
